Barrio,Tipo de Inmueble,Estado,Antigüedad,Área Construida (m2),Área Privada (m2),Estrato,Baños,Habitaciones,Parqueaderos,Piso N°,Barrio_clean,Barrio_group,Piso_cat
La gloria,Apartaestudio,Usado,1 a 8 años,38.0,38.0,4.0,1,2,0,5,LA GLORIA,LA GLORIA,3+
San diego,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,2,5,SAN DIEGO,SAN DIEGO,missing
Cristo rey ,Apartamento,Nuevo,1 a 8 años,75.0,75.0,4.0,2,2,0,2,CRISTO REY,CRISTO REY,2
Buenos aires,Apartamento,Usado,más de 30 años,55.0,55.0,3.0,1,2,0,18,BUENOS AIRES,BUENOS AIRES,3+
El Poblado,Apartamento,Buen estado,16 a 30 años,80.0,80.0,6.0,2,2,1,10,EL POBLADO,EL POBLADO,3+
Belen La Palma,Apartamento,Usado,16 a 30 años,140.0,140.0,5.0,3,3,1,1,BELEN LA PALMA,BELEN LA PALMA,1
San german,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,1,10,SAN GERMAN,SAN GERMAN,missing
Bombona no1,Apartaestudio,Usado,menor a 1 año,36.0,36.0,3.0,1,1,0,16,BOMBONA NO1,BOMBONA NO1,3+
Santa rosa de lima,Apartamento,Usado,menor a 1 año,77.0,77.0,4.0,2,3,1,5,SANTA ROSA DE LIMA,SANTA ROSA DE LIMA,missing
El Poblado,Apartamento,Usado,9 a 15 años,130.0,153.0,6.0,5,3,2,3,EL POBLADO,EL POBLADO,3+
Carlos e restrepo,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,2,3,0,7,CARLOS E RESTREPO,CARLOS E RESTREPO,missing
El Poblado,Apartamento,Usado,1 a 8 años,78.0,78.0,6.0,2,3,1,5,EL POBLADO,EL POBLADO,missing
Santa Mónica,Apartaestudio,Usado,menor a 1 año,50.0,50.0,3.0,1,1,1,4,SANTA MONICA,SANTA MONICA,missing
La america,Casa,Usado,más de 30 años,116.0,116.0,4.0,2,4,0,1,LA AMERICA,LA AMERICA,missing
Trinidad,Casa,Usado,más de 30 años,130.0,130.0,3.0,2,6,0,2,TRINIDAD,TRINIDAD,2
Belén Aliadas,Apartaestudio,Usado,16 a 30 años,35.0,35.0,3.0,1,1,0,1,BELEN ALIADAS,BELEN ALIADAS,1
Ciudad del Río,Apartaestudio,Usado,1 a 8 años,30.0,30.0,6.0,2,1,1,4,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
Centro,Apartaestudio,Usado,16 a 30 años,45.0,45.0,3.0,1,1,1,2,CENTRO,CENTRO,missing
El Poblado,Apartamento,Usado,más de 30 años,83.0,83.0,6.0,2,2,1,8,EL POBLADO,EL POBLADO,3+
Las palmas,Apartamento,Usado,1 a 8 años,76.0,76.0,6.0,2,3,2,4,LAS PALMAS,LAS PALMAS,missing
Prado,Apartaestudio,Usado,16 a 30 años,35.0,35.0,4.0,1,1,0,3,PRADO,PRADO,3+
Loma del Indio,Casa,Buen estado,16 a 30 años,135.0,135.0,5.0,5,4,1,1,LOMA DEL INDIO,LOMA DEL INDIO,1
San german,Apartamento,Usado,menor a 1 año,60.0,60.0,4.0,2,2,1,6,SAN GERMAN,SAN GERMAN,missing
Villa hermosa,Apartaestudio,Usado,menor a 1 año,38.0,38.0,3.0,1,1,0,1,VILLA HERMOSA,VILLA HERMOSA,1
El Poblado,Apartamento,Buen estado,16 a 30 años,100.0,100.0,6.0,2,3,2,18,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,54.0,54.0,4.0,1,2,0,5,EL POBLADO,EL POBLADO,3+
Milla de Oro,Apartamento,Usado,1 a 8 años,51.0,51.0,6.0,2,1,1,1,MILLA DE ORO,MILLA DE ORO,1
Belén,Casa,Usado,16 a 30 años,290.0,290.0,5.0,4,4,2,1,BELEN,BELEN,missing
El Poblado,Apartamento,Usado,16 a 30 años,95.0,95.0,5.0,2,3,2,9,EL POBLADO,EL POBLADO,missing
Vía Las Palmas,Casa,Excelente estado,9 a 15 años,420.0,420.0,6.0,5,4,3,1,VIA LAS PALMAS,VIA LAS PALMAS,1
Los colores,Apartamento,Usado,1 a 8 años,75.0,75.0,5.0,2,3,1,7,LOS COLORES,LOS COLORES,missing
Manrique Central,Casa,Nuevo,menor a 1 año,150.0,150.0,3.0,2,5,0,1,MANRIQUE CENTRAL,MANRIQUE CENTRAL,missing
Vía Las Palmas,Apartamento,Usado,menor a 1 año,120.0,120.0,3.0,3,5,0,1,VIA LAS PALMAS,VIA LAS PALMAS,missing
Calasanz,Apartamento,Usado,9 a 15 años,72.0,72.0,4.0,2,2,1,9,CALASANZ,CALASANZ,missing
Colasania,Apartamento,Usado,1 a 8 años,54.0,54.0,4.0,2,2,1,3,COLASANIA,COLASANIA,3+
Loma del Indio,Apartamento,Usado,9 a 15 años,58.0,58.0,4.0,2,3,1,10,LOMA DEL INDIO,LOMA DEL INDIO,missing
Castropol,Apartamento,Usado,más de 30 años,292.0,292.0,6.0,5,3,3,1,CASTROPOL,CASTROPOL,missing
San diego,Apartamento,Buen estado,1 a 8 años,108.0,108.0,6.0,3,3,2,18,SAN DIEGO,SAN DIEGO,3+
Guayabal,Apartamento,Usado,1 a 8 años,73.0,73.0,4.0,2,2,1,10,GUAYABAL,GUAYABAL,missing
Belén San Bernardo,Apartamento,Usado,9 a 15 años,45.0,45.0,3.0,1,2,0,4,BELEN SAN BERNARDO,BELEN SAN BERNARDO,missing
San diego,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,1,5,SAN DIEGO,SAN DIEGO,missing
Cristo rey,Apartamento,Usado,9 a 15 años,75.0,75.0,4.0,2,3,1,7,CRISTO REY,CRISTO REY,missing
Laureles,Apartamento,Usado,1 a 8 años,90.0,90.0,5.0,2,2,1,8,LAURELES,LAURELES,missing
Sevilla,Casa,Usado,1 a 8 años,100.0,100.0,3.0,3,3,0,1,SEVILLA,SEVILLA,missing
Laureles,Apartamento,Usado,más de 30 años,110.0,110.0,4.0,3,5,1,1,LAURELES,LAURELES,missing
San joaquin,Apartamento,Usado,1 a 8 años,55.0,55.0,4.0,1,2,0,3,SAN JOAQUIN,SAN JOAQUIN,missing
Laureles,Apartaestudio,Buen estado,16 a 30 años,45.0,45.0,5.0,1,1,1,3,LAURELES,LAURELES,3+
Las palmas,Apartamento,Usado,9 a 15 años,108.0,108.0,6.0,3,2,1,8,LAS PALMAS,LAS PALMAS,missing
Guayabal,Apartamento,Usado,1 a 8 años,68.0,68.0,3.0,2,2,1,12,GUAYABAL,GUAYABAL,missing
El Poblado,Apartamento,Usado,16 a 30 años,89.0,89.0,5.0,2,2,1,2,EL POBLADO,EL POBLADO,2
El Poblado,Apartamento,Buen estado,1 a 8 años,55.0,55.0,6.0,2,1,1,18,EL POBLADO,EL POBLADO,3+
Belen Malibu,Apartamento,Usado,1 a 8 años,200.0,200.0,5.0,3,4,1,1,BELEN MALIBU,BELEN MALIBU,1
Viviendas del Sur,Apartamento,Usado,1 a 8 años,75.0,75.0,3.0,2,3,0,7,VIVIENDAS DEL SUR,VIVIENDAS DEL SUR,missing
Belén,Apartamento,Usado,16 a 30 años,76.0,76.0,4.0,2,2,1,3,BELEN,BELEN,3+
Belén Rincón,Apartaestudio,Usado,16 a 30 años,45.0,45.0,3.0,1,2,0,4,BELEN RINCON,BELEN RINCON,3+
San javier,Apartamento,Usado,menor a 1 año,200.0,200.0,6.0,1,1,0,2,SAN JAVIER,SAN JAVIER,missing
Calasanz,Apartamento,Usado,1 a 8 años,220.0,220.0,5.0,4,4,0,4,CALASANZ,CALASANZ,3+
El Poblado,Apartamento,Usado,16 a 30 años,67.0,67.0,6.0,2,1,1,4,EL POBLADO,EL POBLADO,missing
San diego,Apartamento,Buen estado,9 a 15 años,68.0,68.0,6.0,2,2,1,18,SAN DIEGO,SAN DIEGO,3+
El Poblado,Apartamento,Usado,más de 30 años,81.0,81.0,6.0,2,3,0,13,EL POBLADO,EL POBLADO,3+
Loma del Indio,Apartamento,Usado,16 a 30 años,75.0,75.0,5.0,2,2,1,18,LOMA DEL INDIO,LOMA DEL INDIO,3+
Los Parra,Apartamento,Usado,9 a 15 años,63.0,63.0,6.0,2,2,1,11,LOS PARRA,LOS PARRA,3+
Belén,Apartaestudio,Usado,16 a 30 años,45.0,45.0,5.0,2,1,0,14,BELEN,BELEN,3+
Belén ,Casa,Usado,1 a 8 años,180.0,180.0,5.0,5,5,1,1,BELEN,BELEN,missing
Guayaquil,Apartamento,Usado,más de 30 años,47.0,47.0,4.0,1,2,0,2,GUAYAQUIL,GUAYAQUIL,missing
Bello horizonte,Apartamento,Usado,16 a 30 años,70.0,70.0,4.0,2,3,1,8,BELLO HORIZONTE,OTROS,3+
El Poblado,Apartamento,Usado,16 a 30 años,100.0,100.0,4.0,3,2,2,10,EL POBLADO,EL POBLADO,missing
San diego,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,1,10,SAN DIEGO,SAN DIEGO,missing
Boston,Apartaestudio,Usado,16 a 30 años,30.0,30.0,3.0,1,1,0,1,BOSTON,BOSTON,1
Belen La Palma,Apartamento,Usado,16 a 30 años,56.0,56.0,4.0,2,2,0,5,BELEN LA PALMA,BELEN LA PALMA,3+
Robledo,Apartamento,Usado,1 a 8 años,60.0,60.0,3.0,2,2,1,18,ROBLEDO,ROBLEDO,3+
El Poblado,Apartamento,Usado,9 a 15 años,160.0,160.0,6.0,3,3,0,3,EL POBLADO,EL POBLADO,missing
Simon bolivar,Apartaestudio,Usado,más de 30 años,220.0,220.0,5.0,4,7,0,2,SIMON BOLIVAR,SIMON BOLIVAR,2
San german,Apartamento,Usado,9 a 15 años,52.0,52.0,4.0,2,2,1,9,SAN GERMAN,SAN GERMAN,missing
Las palmas,Apartamento,Usado,1 a 8 años,67.0,67.0,5.0,1,2,1,4,LAS PALMAS,LAS PALMAS,missing
Las palmas,Apartamento,Usado,16 a 30 años,80.0,80.0,4.0,2,3,1,18,LAS PALMAS,LAS PALMAS,3+
Robledo,Apartamento,Usado,16 a 30 años,75.0,75.0,3.0,2,3,1,3,ROBLEDO,ROBLEDO,3+
Laureles,Casa,Usado,16 a 30 años,180.0,180.0,5.0,6,6,0,1,LAURELES,LAURELES,missing
Conquistadores,Apartamento,Usado,1 a 8 años,85.0,85.0,4.0,2,3,2,7,CONQUISTADORES,CONQUISTADORES,missing
San javier,Apartamento,Usado,menor a 1 año,50.0,50.0,3.0,1,2,0,4,SAN JAVIER,SAN JAVIER,missing
Castropol,Apartamento,Usado,1 a 8 años,102.0,102.0,5.0,2,2,2,9,CASTROPOL,CASTROPOL,missing
Cola del Zorro,Apartaestudio,Excelente estado,1 a 8 años,51.0,51.0,6.0,2,1,1,2,COLA DEL ZORRO,COLA DEL ZORRO,missing
Loma del Indio,Apartamento,Usado,1 a 8 años,79.0,79.0,4.0,2,3,1,5,LOMA DEL INDIO,LOMA DEL INDIO,missing
El Poblado,Apartamento,Usado,más de 30 años,72.0,72.0,5.0,2,3,0,10,EL POBLADO,EL POBLADO,missing
Belencito,Casa,Usado,menor a 1 año,102.0,102.0,3.0,2,3,0,1,BELENCITO,BELENCITO,missing
El Poblado,Apartamento,Usado,1 a 8 años,8700.0,8700.0,6.0,2,2,1,11,EL POBLADO,EL POBLADO,missing
El chagualo,Apartamento,Usado,más de 30 años,60.0,60.0,3.0,2,3,0,10,EL CHAGUALO,EL CHAGUALO,3+
Loma del Indio,Apartamento,Usado,1 a 8 años,73.0,73.0,5.0,2,2,1,10,LOMA DEL INDIO,LOMA DEL INDIO,missing
Suramericana,Apartaestudio,Usado,más de 30 años,24.0,24.0,5.0,1,1,0,2,SURAMERICANA,SURAMERICANA,2
La candelaria,Apartaestudio,Usado,16 a 30 años,38.0,38.0,4.0,1,1,0,9,LA CANDELARIA,LA CANDELARIA,3+
Boston,Casa,Usado,16 a 30 años,250.0,250.0,4.0,6,14,0,1,BOSTON,BOSTON,missing
Patio bonito,Apartamento,Usado,16 a 30 años,80.0,80.0,5.0,2,2,1,4,PATIO BONITO,PATIO BONITO,3+
Vía Las Palmas,Apartamento,Buen estado,9 a 15 años,76.0,76.0,6.0,2,1,1,9,VIA LAS PALMAS,VIA LAS PALMAS,3+
El Poblado,Apartamento,Usado,menor a 1 año,90.0,90.0,6.0,2,3,2,25,EL POBLADO,EL POBLADO,3+
Santa maria de los angeles,Apartamento,Usado,16 a 30 años,140.0,140.0,4.0,3,3,2,16,SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,3+
El nogal- los almendros,Apartamento,Usado,1 a 8 años,96.0,96.0,5.0,2,2,1,13,EL NOGAL- LOS ALMENDROS,EL NOGAL- LOS ALMENDROS,missing
Loma del Indio,Apartamento,Usado,1 a 8 años,68.0,68.0,5.0,2,2,1,12,LOMA DEL INDIO,LOMA DEL INDIO,missing
Robledo,Casa,Usado,más de 30 años,55.0,55.0,3.0,1,2,0,1,ROBLEDO,ROBLEDO,1
Vía Las Palmas,Apartamento,Usado,1 a 8 años,73.0,73.0,4.0,2,2,0,10,VIA LAS PALMAS,VIA LAS PALMAS,missing
San diego,Apartamento,Usado,1 a 8 años,67.0,67.0,4.0,3,2,1,4,SAN DIEGO,SAN DIEGO,missing
Loma del Indio,Apartaestudio,Nuevo,1 a 8 años,65.0,65.0,4.0,1,1,1,18,LOMA DEL INDIO,LOMA DEL INDIO,3+
Rodeo Alto,Apartamento,Excelente estado,1 a 8 años,93.0,93.0,6.0,3,2,2,1,RODEO ALTO,RODEO ALTO,missing
Laureles,Apartamento,Usado,9 a 15 años,135.0,135.0,5.0,4,4,1,4,LAURELES,LAURELES,missing
La milagrosa,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,1,2,0,4,LA MILAGROSA,LA MILAGROSA,missing
Loma Benedictinos,Apartamento,Excelente estado,16 a 30 años,84.0,84.0,6.0,2,3,1,6,LOMA BENEDICTINOS,OTROS,missing
Belén,Apartamento,Usado,9 a 15 años,103.0,103.0,5.0,2,3,2,6,BELEN,BELEN,missing
El Poblado,Apartamento,Usado,9 a 15 años,60.0,60.0,5.0,2,2,0,2,EL POBLADO,EL POBLADO,2
La gloria,Apartamento,Usado,16 a 30 años,58.0,58.0,3.0,1,2,0,2,LA GLORIA,LA GLORIA,2
Santa maria de los angeles,Apartamento,Usado,9 a 15 años,106.0,106.0,6.0,3,3,2,2,SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,missing
Belén,Casa,Usado,16 a 30 años,400.0,400.0,5.0,6,8,0,1,BELEN,BELEN,1
Laureles,Casa,Buen estado,16 a 30 años,350.0,350.0,5.0,3,4,1,1,LAURELES,LAURELES,1
Loma del Indio,Apartamento,Usado,9 a 15 años,78.0,78.0,4.0,2,3,1,18,LOMA DEL INDIO,LOMA DEL INDIO,3+
Laureles Nogal,Apartamento,Usado,1 a 8 años,80.0,80.0,5.0,2,2,1,4,LAURELES NOGAL,LAURELES NOGAL,3+
Laureles,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,2,3,1,3,LAURELES,LAURELES,3+
San javier,Apartaestudio,Usado,más de 30 años,24.0,24.0,3.0,1,1,0,2,SAN JAVIER,SAN JAVIER,missing
Laureles,Apartaestudio,Usado,menor a 1 año,35.0,35.0,5.0,1,1,0,3,LAURELES,LAURELES,missing
Guayabal,Casa,Usado,16 a 30 años,90.0,90.0,3.0,1,2,0,1,GUAYABAL,GUAYABAL,missing
San german,Apartamento,Usado,9 a 15 años,80.0,80.0,4.0,2,3,1,6,SAN GERMAN,SAN GERMAN,missing
La gloria,Apartamento,Usado,16 a 30 años,65.0,65.0,3.0,1,2,0,2,LA GLORIA,LA GLORIA,2
Belén,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,2,0,4,BELEN,BELEN,3+
El Poblado,Apartamento,Excelente estado,1 a 8 años,95.0,95.0,6.0,2,2,1,11,EL POBLADO,EL POBLADO,missing
Centro,Apartaestudio,Usado,1 a 8 años,28.0,28.0,3.0,1,1,0,2,CENTRO,CENTRO,2
El Poblado,Apartaestudio,Usado,menor a 1 año,52.0,52.0,5.0,2,1,1,7,EL POBLADO,EL POBLADO,missing
Santa fe,Apartamento,Usado,1 a 8 años,68.0,68.0,3.0,2,3,1,5,SANTA FE,SANTA FE,missing
La floresta,Apartamento,Usado,16 a 30 años,95.0,95.0,3.0,2,3,1,2,LA FLORESTA,LA FLORESTA,2
Los colores,Apartamento,Usado,1 a 8 años,87.6,87.6,4.0,2,3,1,3,LOS COLORES,LOS COLORES,3+
Loma de los bernal,Apartamento,Usado,1 a 8 años,65.0,65.0,4.0,2,2,1,5,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
La candelaria,Apartamento,Buen estado,1 a 8 años,66.0,66.0,4.0,2,2,0,8,LA CANDELARIA,LA CANDELARIA,3+
Loreto,Apartamento,Usado,9 a 15 años,48.0,48.0,3.0,1,2,0,5,LORETO,LORETO,missing
Laureles,Apartamento,Buen estado,16 a 30 años,47.0,47.0,4.0,1,2,0,2,LAURELES,LAURELES,2
Robledo,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,1,3,0,10,ROBLEDO,ROBLEDO,3+
Boston,Casa,Usado,más de 30 años,21500.0,21500.0,3.0,3,5,0,1,BOSTON,BOSTON,missing
Loma del Indio,Apartamento,Usado,1 a 8 años,132.0,1.0,6.0,3,3,2,18,LOMA DEL INDIO,LOMA DEL INDIO,3+
La gloria,Apartamento,Usado,16 a 30 años,50.0,50.0,4.0,1,3,0,1,LA GLORIA,LA GLORIA,1
Las palmas,Casa,Usado,menor a 1 año,300.0,300.0,6.0,5,3,2,1,LAS PALMAS,LAS PALMAS,missing
Pajarito,Casa,Usado,menor a 1 año,60.0,60.0,3.0,2,3,0,1,PAJARITO,PAJARITO,missing
Calasanz,Casa,Usado,1 a 8 años,68.0,68.0,3.0,1,2,1,1,CALASANZ,CALASANZ,1
Villa hermosa,Apartamento,Usado,9 a 15 años,65.0,65.0,3.0,1,3,1,2,VILLA HERMOSA,VILLA HERMOSA,missing
Comuna 4,Apartaestudio,Usado,1 a 8 años,62.0,62.0,6.0,1,1,1,4,COMUNA 4,OTROS,3+
El Poblado,Apartamento,Usado,9 a 15 años,230.0,230.0,6.0,5,3,3,1,EL POBLADO,EL POBLADO,missing
Santa maria de los angeles,Apartamento,Usado,16 a 30 años,67.0,67.0,6.0,3,2,1,4,SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,3+
Castropol,Casa,Usado,1 a 8 años,230.0,230.0,6.0,4,4,1,1,CASTROPOL,CASTROPOL,missing
Belen La Palma,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,0,2,BELEN LA PALMA,BELEN LA PALMA,2
Calasanz,Apartamento,Usado,16 a 30 años,55.0,55.0,4.0,2,2,0,5,CALASANZ,CALASANZ,missing
Castilla,Apartamento,Usado,16 a 30 años,80.0,80.0,3.0,2,3,0,3,CASTILLA,CASTILLA,3+
Belen Las Playas,Apartaestudio,Usado,16 a 30 años,20.0,20.0,3.0,1,1,0,1,BELEN LAS PLAYAS,BELEN LAS PLAYAS,1
Boston,Apartaestudio,Usado,16 a 30 años,40.0,40.0,3.0,1,1,0,1,BOSTON,BOSTON,1
El Poblado,Apartamento,Buen estado,más de 30 años,180.0,180.0,5.0,3,3,3,10,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,9 a 15 años,90.0,90.0,6.0,2,3,0,2,EL POBLADO,EL POBLADO,2
El Campestre,Apartamento,Usado,9 a 15 años,450.0,450.0,6.0,4,4,4,3,EL CAMPESTRE,EL CAMPESTRE,3+
La america,Apartamento,Usado,16 a 30 años,80.0,80.0,3.0,2,3,0,6,LA AMERICA,LA AMERICA,missing
Buenos aires,Casa,Usado,más de 30 años,95.0,95.0,3.0,2,4,0,1,BUENOS AIRES,BUENOS AIRES,missing
Laureles,Apartamento,Usado,menor a 1 año,45.0,45.0,5.0,1,2,0,4,LAURELES,LAURELES,missing
Laureles,Apartaestudio,Buen estado,16 a 30 años,52.0,52.0,4.0,2,1,1,2,LAURELES,LAURELES,2
Laureles,Apartaestudio,Usado,16 a 30 años,30.0,30.0,4.0,1,1,1,8,LAURELES,LAURELES,3+
Loma del Indio,Apartamento,Usado,1 a 8 años,69.0,69.0,6.0,2,2,2,13,LOMA DEL INDIO,LOMA DEL INDIO,missing
La america,Apartamento,Usado,más de 30 años,83.0,83.0,4.0,2,2,0,1,LA AMERICA,LA AMERICA,1
Lorena,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,0,10,LORENA,LORENA,missing
Vía Las Palmas,Apartamento,Usado,1 a 8 años,78.0,78.0,4.0,2,3,1,5,VIA LAS PALMAS,VIA LAS PALMAS,missing
El Poblado,Apartamento,Nuevo,1 a 8 años,203.0,203.0,6.0,4,2,4,5,EL POBLADO,EL POBLADO,3+
El chagualo,Apartamento,Usado,1 a 8 años,50.0,50.0,3.0,1,3,0,2,EL CHAGUALO,EL CHAGUALO,2
El Poblado,Apartamento,Usado,16 a 30 años,100.0,100.0,6.0,2,3,1,7,EL POBLADO,EL POBLADO,missing
San diego,Apartamento,Usado,16 a 30 años,47.0,47.0,3.0,1,2,0,2,SAN DIEGO,SAN DIEGO,2
Belen Malibu,Casa,Usado,9 a 15 años,300.0,300.0,6.0,5,6,2,1,BELEN MALIBU,BELEN MALIBU,missing
Laureles,Casa,Usado,16 a 30 años,318.0,440.0,5.0,5,5,2,1,LAURELES,LAURELES,missing
El Poblado,Apartamento,Usado,1 a 8 años,9400.0,9400.0,6.0,2,2,2,10,EL POBLADO,EL POBLADO,missing
Robledo,Apartamento,Usado,16 a 30 años,70.0,70.0,4.0,2,3,1,6,ROBLEDO,ROBLEDO,3+
Villatina,Apartamento,Usado,16 a 30 años,50.0,50.0,3.0,2,3,0,4,VILLATINA,OTROS,missing
San diego,Apartamento,Buen estado,16 a 30 años,75.0,75.0,6.0,2,2,0,5,SAN DIEGO,SAN DIEGO,3+
Calasanz,Apartaestudio,Usado,menor a 1 año,26.0,26.0,4.0,1,1,0,5,CALASANZ,CALASANZ,3+
Belén,Casa,Usado,16 a 30 años,85.0,85.0,3.0,2,3,1,1,BELEN,BELEN,missing
Belén Aliadas,Apartaestudio,Usado,1 a 8 años,25.0,25.0,4.0,1,1,0,3,BELEN ALIADAS,BELEN ALIADAS,3+
Belén,Casa,Usado,16 a 30 años,130.0,130.0,4.0,2,4,0,1,BELEN,BELEN,missing
El Poblado,Apartamento,Buen estado,16 a 30 años,200.0,200.0,6.0,4,3,1,2,EL POBLADO,EL POBLADO,2
El Poblado,Apartamento,Usado,16 a 30 años,70.0,70.0,5.0,2,3,1,3,EL POBLADO,EL POBLADO,missing
Boston,Apartaestudio,Usado,9 a 15 años,33.0,33.0,4.0,1,1,0,14,BOSTON,BOSTON,3+
Florida nueva,Apartamento,Usado,16 a 30 años,112.0,112.0,5.0,2,3,1,5,FLORIDA NUEVA,FLORIDA NUEVA,missing
El Poblado,Apartamento,Usado,1 a 8 años,80.0,80.0,5.0,2,3,1,6,EL POBLADO,EL POBLADO,missing
Buenos aires,Casa,Usado,más de 30 años,60.0,60.0,3.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,1
Loma de los bernal,Apartamento,Nuevo,menor a 1 año,65.0,65.0,5.0,2,3,127,9,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Laureles,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,2,3,1,3,LAURELES,LAURELES,3+
El Poblado,Apartamento,Buen estado,9 a 15 años,110.0,110.0,6.0,2,3,1,3,EL POBLADO,EL POBLADO,3+
Pedregal,Casa,Usado,16 a 30 años,9800.0,9800.0,3.0,3,4,0,1,PEDREGAL,OTROS,missing
Laureles,Apartamento,Usado,16 a 30 años,85.0,85.0,5.0,2,2,2,6,LAURELES,LAURELES,missing
Patio bonito,Casa,Usado,16 a 30 años,353.0,353.0,6.0,7,10,0,1,PATIO BONITO,PATIO BONITO,missing
Vía Las Palmas,Apartamento,Usado,1 a 8 años,8700.0,8700.0,6.0,2,2,1,11,VIA LAS PALMAS,VIA LAS PALMAS,missing
Laureles,Apartamento,Usado,16 a 30 años,76.0,76.0,5.0,2,2,1,2,LAURELES,LAURELES,2
El Poblado,Apartamento,Usado,menor a 1 año,91.0,91.0,6.0,3,2,1,1,EL POBLADO,EL POBLADO,1
El tesoro,Apartamento,Usado,1 a 8 años,95.0,95.0,6.0,2,3,1,9,EL TESORO,EL TESORO,missing
Rodeo Alto,Apartamento,Usado,menor a 1 año,65.0,65.0,4.0,2,3,1,9,RODEO ALTO,RODEO ALTO,missing
Loma del Indio,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,1,10,LOMA DEL INDIO,LOMA DEL INDIO,missing
Las palmas,Apartamento,Usado,1 a 8 años,74.0,74.0,4.0,2,3,1,11,LAS PALMAS,LAS PALMAS,missing
El Poblado,Apartamento,Usado,más de 30 años,70.0,70.0,5.0,2,3,0,3,EL POBLADO,EL POBLADO,missing
Belén,Apartaestudio,Buen estado,1 a 8 años,40.0,40.0,4.0,1,1,0,2,BELEN,BELEN,2
El Poblado,Apartamento,Usado,9 a 15 años,75.0,75.0,6.0,3,2,1,18,EL POBLADO,EL POBLADO,3+
La candelaria,Apartaestudio,Usado,1 a 8 años,60.0,60.0,4.0,1,2,0,3,LA CANDELARIA,LA CANDELARIA,missing
Laureles,Casa,Usado,16 a 30 años,260.0,260.0,5.0,3,4,1,2,LAURELES,LAURELES,2
El Poblado,Apartamento,Usado,1 a 8 años,6900.0,6900.0,6.0,2,3,1,5,EL POBLADO,EL POBLADO,missing
Belén,Casa,Usado,menor a 1 año,64.0,64.0,4.0,2,2,0,1,BELEN,BELEN,missing
San diego,Apartamento,Buen estado,1 a 8 años,165.0,165.0,6.0,2,3,0,5,SAN DIEGO,SAN DIEGO,missing
El Poblado,Apartamento,Buen estado,9 a 15 años,94.0,94.0,6.0,2,2,2,6,EL POBLADO,EL POBLADO,3+
El Poblado,Apartamento,Usado,16 a 30 años,64.0,64.0,4.0,2,2,1,3,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,1 a 8 años,69.0,1.0,4.0,2,3,1,2,LAURELES,LAURELES,2
Belén San Bernardo,Apartamento,Usado,1 a 8 años,58.0,58.0,2.0,1,2,0,5,BELEN SAN BERNARDO,BELEN SAN BERNARDO,missing
El Poblado,Apartamento,Usado,16 a 30 años,84.0,84.0,4.0,2,3,1,6,EL POBLADO,EL POBLADO,missing
Loma de los bernal,Apartamento,Usado,9 a 15 años,80.0,80.0,5.0,2,3,1,4,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
La castellana,Casa,Usado,16 a 30 años,400.0,400.0,5.0,6,8,1,1,LA CASTELLANA,LA CASTELLANA,1
Patio bonito,Apartamento,Usado,16 a 30 años,74.0,74.0,6.0,2,2,1,9,PATIO BONITO,PATIO BONITO,missing
La castellana,Apartamento,Usado,1 a 8 años,85.0,85.0,5.0,2,3,1,1,LA CASTELLANA,LA CASTELLANA,1
La floresta,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,2,0,3,LA FLORESTA,LA FLORESTA,3+
Laureles,Apartamento,Usado,16 a 30 años,50.0,50.0,2.0,1,3,0,1,LAURELES,LAURELES,1
El Poblado,Apartamento,Usado,9 a 15 años,365.0,365.0,6.0,4,4,3,2,EL POBLADO,EL POBLADO,2
Loma del Indio,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,1,5,LOMA DEL INDIO,LOMA DEL INDIO,missing
Laureles,Casa,Usado,1 a 8 años,350.0,350.0,5.0,3,4,1,1,LAURELES,LAURELES,missing
